t_sec,v_varpi_0deg,v_varpi_90deg,v_varpi_180deg,v_varpi_270deg,v_varpi_60deg,v_varpi_120deg,v_varpi_240deg,v_varpi_300deg,v_circular
5918.400000,10499.794322,-53637.099408,-10499.794322,53637.099408,-41201.193512,-51700.987833,41201.193512,51700.987833,31893.075063
5961.600000,10132.971259,-53514.319908,-10132.971259,53514.319908,-41278.274877,-51411.246136,41278.274877,51411.246136,31659.307506
6004.800000,9769.799104,-53390.001520,-9769.799104,53390.001520,-41352.198072,-51121.997176,41352.198072,51121.997176,31424.290094
6048.000000,9410.236658,-53264.193576,-9410.236658,53264.193576,-41423.026420,-50833.263078,41423.026420,50833.263078,31188.032105
6091.200000,9054.243063,-53136.944016,-9054.243063,53136.944016,-41490.821866,-50545.064929,41490.821866,50545.064929,30950.542866
6134.400000,8701.777805,-53008.299420,-8701.777805,53008.299420,-41555.645007,-50257.422812,41555.645007,50257.422812,30711.831752
6177.600000,8352.800728,-52878.305054,-8352.800728,52878.305054,-41617.555121,-49970.355850,41617.555121,49970.355850,30471.908188
6220.800000,8007.272037,-52747.004899,-8007.272037,52747.004899,-41676.610198,-49683.882235,41676.610198,49683.882235,30230.781645
6264.000000,7665.152306,-52614.441696,-7665.152306,52614.441696,-41732.866962,-49398.019268,41732.866962,49398.019268,29988.461643
6307.200000,7326.402482,-52480.656974,-7326.402482,52480.656974,-41786.380905,-49112.783388,41786.380905,49112.783388,29744.957747
6350.400000,6990.983896,-52345.691085,-6990.983896,52345.691085,-41837.206310,-48828.190206,41837.206310,48828.190206,29500.279572
6393.600000,6658.858259,-52209.583241,-6658.858259,52209.583241,-41885.396278,-48544.254538,41885.396278,48544.254538,29254.436775
6436.800000,6329.987673,-52072.371544,-6329.987673,52072.371544,-41931.002756,-48260.990429,41931.002756,48260.990429,29007.439064
6480.000000,6004.334630,-51934.093017,-6004.334630,51934.093017,-41974.076560,-47978.411190,41974.076560,47978.411190,28759.296189
6523.200000,5681.862015,-51794.783634,-5681.862015,51794.783634,-42014.667403,-47696.529418,42014.667403,47696.529418,28510.017946
6566.400000,5362.533111,-51654.478351,-5362.533111,51654.478351,-42052.823916,-47415.357026,42052.823916,47415.357026,28259.614177
6609.600000,5046.311598,-51513.211136,-5046.311598,51513.211136,-42088.593675,-47134.905273,42088.593675,47134.905273,28008.094766
6652.800000,4733.161555,-51371.014993,-4733.161555,51371.014993,-42122.023224,-46855.184780,42122.023224,46855.184780,27755.469643
6696.000000,4423.047463,-51227.921994,-4423.047463,51227.921994,-42153.158098,-46576.205561,42153.158098,46576.205561,27501.748783
6739.200000,4115.934201,-51083.963301,-4115.934201,51083.963301,-42182.042844,-46297.977045,42182.042844,46297.977045,27246.942200
6782.400000,3811.787050,-50939.169196,-3811.787050,50939.169196,-42208.721046,-46020.508097,42208.721046,46020.508097,26991.059954
6825.600000,3510.571692,-50793.569102,-3510.571692,50793.569102,-42233.235345,-45743.807037,42233.235345,45743.807037,26734.112148
6868.800000,3212.254208,-50647.191610,-3212.254208,50647.191610,-42255.627461,-45467.881669,42255.627461,45467.881669,26476.108925
6912.000000,2916.801078,-50500.064501,-2916.801078,50500.064501,-42275.938212,-45192.739290,42275.938212,45192.739290,26217.060470
6955.200000,2624.179181,-50352.214771,-2624.179181,50352.214771,-42294.207538,-44918.386719,42294.207538,44918.386719,25956.977011
6998.400000,2334.355793,-50203.668651,-2334.355793,50203.668651,-42310.474518,-44644.830311,42310.474518,44644.830311,25695.868815
7041.600000,2047.298583,-50054.451628,-2047.298583,50054.451628,-42324.777391,-44372.075973,42324.777391,44372.075973,25433.746189
7084.800000,1762.975615,-49904.588469,-1762.975615,49904.588469,-42337.153572,-44100.129187,42337.153572,44100.129187,25170.619483
7128.000000,1481.355346,-49754.103240,-1481.355346,49754.103240,-42347.639675,-43828.995021,42347.639675,43828.995021,24906.499085
7171.200000,1202.406617,-49603.019324,-1202.406617,49603.019324,-42356.271530,-43558.678148,42356.271530,43558.678148,24641.395420
7214.400000,926.098662,-49451.359444,-926.098662,49451.359444,-42363.084199,-43289.182861,42363.084199,43289.182861,24375.318955
7257.600000,652.401094,-49299.145678,-652.401094,49299.145678,-42368.111995,-43020.513089,42368.111995,43020.513089,24108.280194
7300.800000,381.283911,-49146.399478,-381.283911,49146.399478,-42371.388497,-42752.672408,42371.388497,42752.672408,23840.289679
7344.000000,112.717488,-48993.141690,-112.717488,48993.141690,-42372.946571,-42485.664059,42372.946571,42485.664059,23571.357991
7387.200000,-153.327423,-48839.392568,153.327423,48839.392568,-42372.818381,-42219.490957,42372.818381,42219.490957,23301.495746
7430.400000,-416.879700,-48685.171791,416.879700,48685.171791,-42371.035409,-41954.155709,42371.035409,41954.155709,23030.713598
7473.600000,-677.967847,-48530.498483,677.967847,48530.498483,-42367.628468,-41689.660622,42367.628468,41689.660622,22759.022236
7516.800000,-936.620005,-48375.391223,936.620005,48375.391223,-42362.627720,-41426.007715,42362.627720,41426.007715,22486.432388
7560.000000,-1192.863950,-48219.868064,1192.863950,48219.868064,-42356.062686,-41163.198736,42356.062686,41163.198736,22212.954813
7603.200000,-1446.727100,-48063.946547,1446.727100,48063.946547,-42347.962266,-40901.235165,42347.962266,40901.235165,21938.600309
7646.400000,-1698.236516,-47907.643712,1698.236516,47907.643712,-42338.354748,-40640.118232,42338.354748,40640.118232,21663.379707
7689.600000,-1947.418906,-47750.976120,1947.418906,47750.976120,-42327.267828,-40379.848923,42327.267828,40379.848923,21387.303872
7732.800000,-2194.300628,-47593.959857,2194.300628,47593.959857,-42314.728617,-40120.427989,42314.728617,40120.427989,21110.383702
7776.000000,-2438.907697,-47436.610554,2438.907697,47436.610554,-42300.763658,-39861.855961,42300.763658,39861.855961,20832.630131
7819.200000,-2681.265784,-47278.943396,2681.265784,47278.943396,-42285.398938,-39604.133153,42285.398938,39604.133153,20554.054123
7862.400000,-2921.400223,-47120.973137,2921.400223,47120.973137,-42268.659899,-39347.259676,42268.659899,39347.259676,20274.666676
7905.600000,-3159.336012,-46962.714108,3159.336012,46962.714108,-42250.571455,-39091.235442,42250.571455,39091.235442,19994.478820
7948.800000,-3395.097821,-46804.180235,3395.097821,46804.180235,-42231.157998,-38836.060177,42231.157998,38836.060177,19713.501617
7992.000000,-3628.709990,-46645.385044,3628.709990,46645.385044,-42210.443413,-38581.733423,42210.443413,38581.733423,19431.746158
8035.200000,-3860.196538,-46486.341676,3860.196538,46486.341676,-42188.451090,-38328.254552,42188.451090,38328.254552,19149.223566
8078.400000,-4089.581163,-46327.062896,4089.581163,46327.062896,-42165.203932,-38075.622769,42165.203932,38075.622769,18865.944997
8121.600000,-4316.887249,-46167.561104,4316.887249,46167.561104,-42140.724371,-37823.837122,42140.724371,37823.837122,18581.921632
8164.800000,-4542.137868,-46007.848343,4542.137868,46007.848343,-42115.034373,-37572.896505,42115.034373,37572.896505,18297.164685
8208.000000,-4765.355782,-45847.936315,4765.355782,45847.936315,-42088.155450,-37322.799669,42088.155450,37322.799669,18011.685397
8251.200000,-4986.563450,-45687.836381,4986.563450,45687.836381,-42060.108675,-37073.545225,42060.108675,37073.545225,17725.495038
8294.400000,-5205.783033,-45527.559580,5205.783033,45527.559580,-42030.914685,-36825.131652,42030.914685,36825.131652,17438.604908
8337.600000,-5423.036390,-45367.116630,5423.036390,45367.116630,-42000.593693,-36577.557303,42000.593693,36577.557303,17151.026331
8380.800000,-5638.345092,-45206.517943,5638.345092,45206.517943,-41969.165501,-36330.820409,41969.165501,36330.820409,16862.770661
8424.000000,-5851.730418,-45045.773627,5851.730418,45045.773627,-41936.649504,-36084.919085,41936.649504,36084.919085,16573.849277
8467.200000,-6063.213363,-44884.893502,6063.213363,44884.893502,-41903.064701,-35839.851338,41903.064701,35839.851338,16284.273587
8510.400000,-6272.814639,-44723.887101,6272.814639,44723.887101,-41868.429705,-35595.615066,41868.429705,35595.615066,15994.055021
8553.600000,-6480.554680,-44562.763682,6480.554680,44562.763682,-41832.762751,-35352.208071,41832.762751,35352.208071,15703.205037
8596.800000,-6686.453647,-44401.532232,6686.453647,44401.532232,-41796.081703,-35109.628056,41796.081703,35109.628056,15411.735118
8640.000000,-6890.531428,-44240.201479,6890.531428,44240.201479,-41758.404064,-34867.872635,41758.404064,34867.872635,15119.656769
8683.200000,-7092.807646,-44078.779896,7092.807646,44078.779896,-41719.746981,-34626.939335,41719.746981,34626.939335,14826.981523
8726.400000,-7293.301658,-43917.275707,7293.301658,43917.275707,-41680.127257,-34386.825598,41680.127257,34386.825598,14533.720933
8769.600000,-7492.032563,-43755.696898,7492.032563,43755.696898,-41639.561355,-34147.528792,41639.561355,34147.528792,14239.886576
8812.800000,-7689.019203,-43594.051217,7689.019203,43594.051217,-41598.065409,-33909.046206,41598.065409,33909.046206,13945.490053
8856.000000,-7884.280165,-43432.346187,7884.280165,43432.346187,-41555.655227,-33671.375062,41555.655227,33671.375062,13650.542986
8899.200000,-8077.833789,-43270.589110,8077.833789,43270.589110,-41512.346300,-33434.512511,41512.346300,33434.512511,13355.057018
8942.400000,-8269.698167,-43108.787068,8269.698167,43108.787068,-41468.153811,-33198.455644,41468.153811,33198.455644,13059.043816
8985.600000,-8459.891149,-42946.946938,8459.891149,42946.946938,-41423.092638,-32963.201489,41423.092638,32963.201489,12762.515066
9028.800000,-8648.430345,-42785.075390,8648.430345,42785.075390,-41377.177363,-32728.747018,41377.177363,32728.747018,12465.482473
9072.000000,-8835.333129,-42623.178895,8835.333129,42623.178895,-41330.422278,-32495.089149,41330.422278,32495.089149,12167.957764
9115.200000,-9020.616643,-42461.263733,9020.616643,42461.263733,-41282.841391,-32262.224748,41282.841391,32262.224748,11869.952685
9158.400000,-9204.297798,-42299.335993,9204.297798,42299.335993,-41234.448432,-32030.150634,41234.448432,32030.150634,11571.479001
9201.600000,-9386.393279,-42137.401583,9386.393279,42137.401583,-41185.256859,-31798.863581,41185.256859,31798.863581,11272.548494
9244.800000,-9566.919548,-41975.466231,9566.919548,41975.466231,-41135.279866,-31568.360318,41135.279866,31568.360318,10973.172967
9288.000000,-9745.892847,-41813.535493,9745.892847,41813.535493,-41084.530383,-31338.637536,41084.530383,31338.637536,10673.364237
9331.200000,-9923.329201,-41651.614756,9923.329201,41651.614756,-41033.021088,-31109.691887,41033.021088,31109.691887,10373.134142
9374.400000,-10099.244421,-41489.709242,10099.244421,41489.709242,-40980.764409,-30881.519988,40980.764409,30881.519988,10072.494532
9417.600000,-10273.654106,-41327.824013,10273.654106,41327.824013,-40927.772531,-30654.118425,40927.772531,30654.118425,9771.457278
9460.800000,-10446.573649,-41165.963976,10446.573649,41165.963976,-40874.057399,-30427.483750,40874.057399,30427.483750,9470.034264
9504.000000,-10618.018237,-41004.133886,10618.018237,41004.133886,-40819.630724,-30201.612487,40819.630724,30201.612487,9168.237389
9547.200000,-10788.002854,-40842.338351,10788.002854,40842.338351,-40764.503989,-29976.501135,40764.503989,29976.501135,8866.078567
9590.400000,-10956.542287,-40680.581836,10956.542287,40680.581836,-40708.688454,-29752.146167,40708.688454,29752.146167,8563.569728
9633.600000,-11123.651126,-40518.868664,11123.651126,40518.868664,-40652.195159,-29528.544033,40652.195159,29528.544033,8260.722814
9676.800000,-11289.343765,-40357.203025,11289.343765,40357.203025,-40595.034928,-29305.691163,40595.034928,29305.691163,7957.549780
9720.000000,-11453.634411,-40195.588974,11453.634411,40195.588974,-40537.218377,-29083.583966,40537.218377,29083.583966,7654.062596
9763.200000,-11616.537081,-40034.030438,11616.537081,40034.030438,-40478.755915,-28862.218835,40478.755915,28862.218835,7350.273243
9806.400000,-11778.065606,-39872.531218,11778.065606,39872.531218,-40419.657751,-28641.592146,40419.657751,28641.592146,7046.193714
9849.600000,-11938.233635,-39711.094995,11938.233635,39711.094995,-40359.933896,-28421.700260,40359.933896,28421.700260,6741.836013
9892.800000,-12097.054639,-39549.725329,12097.054639,39549.725329,-40299.594167,-28202.539528,40299.594167,28202.539528,6437.212156
9936.000000,-12254.541907,-39388.425663,12254.541907,39388.425663,-40238.648193,-27984.106285,40238.648193,27984.106285,6132.334169
9979.200000,-12410.708558,-39227.199330,12410.708558,39227.199330,-40177.105418,-27766.396860,40177.105418,27766.396860,5827.214087
10022.400000,-12565.567535,-39066.049552,12565.567535,39066.049552,-40114.975105,-27549.407570,40114.975105,27549.407570,5521.863958
10065.600000,-12719.131613,-38904.979443,12719.131613,38904.979443,-40052.266338,-27333.134725,40052.266338,27333.134725,5216.295834
10108.800000,-12871.413398,-38743.992015,12871.413398,38743.992015,-39988.988028,-27117.574630,39988.988028,27117.574630,4910.521780
10152.000000,-13022.425333,-38583.090177,13022.425333,38583.090177,-39925.148916,-26902.723583,39925.148916,26902.723583,4604.553867
10195.200000,-13172.179695,-38422.276739,13172.179695,38422.276739,-39860.757575,-26688.577880,39860.757575,26688.577880,4298.404175
10238.400000,-13320.688605,-38261.554417,13320.688605,38261.554417,-39795.822416,-26475.133811,39795.822416,26475.133811,3992.084788
10281.600000,-13467.964021,-38100.925832,13467.964021,38100.925832,-39730.351689,-26262.387667,39730.351689,26262.387667,3685.607801
10324.800000,-13614.017750,-37940.393512,13614.017750,37940.393512,-39664.353486,-26050.335736,39664.353486,26050.335736,3378.985312
10368.000000,-13758.861442,-37779.959900,13758.861442,37779.959900,-39597.835748,-25838.974307,39597.835748,25838.974307,3072.229427
10411.200000,-13902.506597,-37619.627350,13902.506597,37619.627350,-39530.806264,-25628.299668,39530.806264,25628.299668,2765.352256
10454.400000,-14044.964565,-37459.398131,14044.964565,37459.398131,-39463.272675,-25418.308110,39463.272675,25418.308110,2458.365913
10497.600000,-14186.246550,-37299.274434,14186.246550,37299.274434,-39395.242477,-25208.995927,39395.242477,25208.995927,2151.282518
10540.800000,-14326.363610,-37139.258365,14326.363610,37139.258365,-39326.723027,-25000.359416,39326.723027,25000.359416,1844.114194
10584.000000,-14465.326662,-36979.351956,14465.326662,36979.351956,-39257.721540,-24792.394878,39257.721540,24792.394878,1536.873068
10627.200000,-14603.146480,-36819.557161,14603.146480,36819.557161,-39188.245097,-24585.098618,39188.245097,24585.098618,1229.571268
10670.400000,-14739.833699,-36659.875862,14739.833699,36659.875862,-39118.300645,-24378.466946,39118.300645,24378.466946,922.220927
10713.600000,-14875.398820,-36500.309868,14875.398820,36500.309868,-39047.895001,-24172.496181,39047.895001,24172.496181,614.834179
10756.800000,-15009.852206,-36340.860917,15009.852206,36340.860917,-38977.034853,-23967.182647,38977.034853,23967.182647,307.423158
10800.000000,-15143.204088,-36181.530682,15143.204088,36181.530682,-38905.726763,-23762.522675,38905.726763,23762.522675,0.000000
10843.200000,-15275.464568,-36022.320767,15275.464568,36022.320767,-38833.977171,-23558.512604,38833.977171,23558.512604,-307.423158
10886.400000,-15406.643615,-35863.232711,15406.643615,35863.232711,-38761.792397,-23355.148782,38761.792397,23355.148782,-614.834179
10929.600000,-15536.751074,-35704.267992,15536.751074,35704.267992,-38689.178642,-23152.427567,38689.178642,23152.427567,-922.220927
10972.800000,-15665.796663,-35545.428025,15665.796663,35545.428025,-38616.141989,-22950.345326,38616.141989,22950.345326,-1229.571268
11016.000000,-15793.789976,-35386.714165,15793.789976,35386.714165,-38542.688412,-22748.898435,38542.688412,22748.898435,-1536.873068
11059.200000,-15920.740486,-35228.127711,15920.740486,35228.127711,-38468.823769,-22548.083283,38468.823769,22548.083283,-1844.114194
11102.400000,-16046.657545,-35069.669903,16046.657545,35069.669903,-38394.553811,-22347.896266,38394.553811,22347.896266,-2151.282518
11145.600000,-16171.550385,-34911.341927,16171.550385,34911.341927,-38319.884182,-22148.333796,38319.884182,22148.333796,-2458.365913
11188.800000,-16295.428125,-34753.144913,16295.428125,34753.144913,-38244.820419,-21949.392294,38244.820419,21949.392294,-2765.352256
11232.000000,-16418.299765,-34595.079943,16418.299765,34595.079943,-38169.367959,-21751.068194,38169.367959,21751.068194,-3072.229427
11275.200000,-16540.174192,-34437.148042,16540.174192,34437.148042,-38093.532135,-21553.357942,38093.532135,21553.357942,-3378.985312
11318.400000,-16661.060183,-34279.350191,16661.060183,34279.350191,-38017.318182,-21356.257999,38017.318182,21356.257999,-3685.607801
11361.600000,-16780.966403,-34121.687318,16780.966403,34121.687318,-37940.731239,-21159.764836,37940.731239,21159.764836,-3992.084788
11404.800000,-16899.901408,-33964.160307,16899.901408,33964.160307,-37863.776348,-20963.874940,37863.776348,20963.874940,-4298.404175
11448.000000,-17017.873647,-33806.769994,17017.873647,33806.769994,-37786.458458,-20768.584811,37786.458458,20768.584811,-4604.553867
11491.200000,-17134.891463,-33649.517171,17134.891463,33649.517171,-37708.782427,-20573.890964,37708.782427,20573.890964,-4910.521780
11534.400000,-17250.963095,-33492.402587,17250.963095,33492.402587,-37630.753022,-20379.789926,37630.753022,20379.789926,-5216.295834
11577.600000,-17366.096678,-33335.426946,17366.096678,33335.426946,-37552.374921,-20186.278242,37552.374921,20186.278242,-5521.863958
11620.800000,-17480.300247,-33178.590914,17480.300247,33178.590914,-37473.652717,-19993.352469,37473.652717,19993.352469,-5827.214087
11664.000000,-17593.581736,-33021.895114,17593.581736,33021.895114,-37394.590917,-19801.009181,37394.590917,19801.009181,-6132.334169
11707.200000,-17705.948980,-32865.340130,17705.948980,32865.340130,-37315.193947,-19609.244967,37315.193947,19609.244967,-6437.212156
11750.400000,-17817.409717,-32708.926510,17817.409717,32708.926510,-37235.466146,-19418.056429,37235.466146,19418.056429,-6741.836013
11793.600000,-17927.971589,-32552.654761,17927.971589,32552.654761,-37155.411778,-19227.440189,37155.411778,19227.440189,-7046.193714
11836.800000,-18037.642143,-32396.525357,18037.642143,32396.525357,-37075.035026,-19037.392882,37075.035026,19037.392882,-7350.273243
11880.000000,-18146.428834,-32240.538736,18146.428834,32240.538736,-36994.339994,-18847.911160,36994.339994,18847.911160,-7654.062596
11923.200000,-18254.339024,-32084.695299,18254.339024,32084.695299,-36913.330713,-18658.991689,36913.330713,18658.991689,-7957.549780
11966.400000,-18361.379983,-31928.995416,18361.379983,31928.995416,-36832.011139,-18470.631156,36832.011139,18470.631156,-8260.722814
12009.600000,-18467.558893,-31773.439423,18467.558893,31773.439423,-36750.385152,-18282.826260,36750.385152,18282.826260,-8563.569728
12052.800000,-18572.882847,-31618.027626,18572.882847,31618.027626,-36668.456565,-18095.573718,36668.456565,18095.573718,-8866.078567
12096.000000,-18677.358851,-31462.760297,18677.358851,31462.760297,-36586.229115,-17908.870264,36586.229115,17908.870264,-9168.237389
12139.200000,-18780.993825,-31307.637679,18780.993825,31307.637679,-36503.706475,-17722.712650,36503.706475,17722.712650,-9470.034264
12182.400000,-18883.794605,-31152.659988,18883.794605,31152.659988,-36420.892248,-17537.097642,36420.892248,17537.097642,-9771.457278
12225.600000,-18985.767942,-30997.827407,18985.767942,30997.827407,-36337.789968,-17352.022026,36337.789968,17352.022026,-10072.494532
12268.800000,-19086.920505,-30843.140095,19086.920505,30843.140095,-36254.403107,-17167.482602,36254.403107,17167.482602,-10373.134142
12312.000000,-19187.258882,-30688.598180,19187.258882,30688.598180,-36170.735071,-16983.476190,36170.735071,16983.476190,-10673.364237
12355.200000,-19286.789580,-30534.201767,19286.789580,30534.201767,-36086.789205,-16799.999625,36086.789205,16799.999625,-10973.172967
12398.400000,-19385.519027,-30379.950933,19385.519027,30379.950933,-36002.568788,-16617.049760,36002.568788,16617.049760,-11272.548494
12441.600000,-19483.453574,-30225.845731,19483.453574,30225.845731,-35918.077041,-16434.623467,35918.077041,16434.623467,-11571.479001
12484.800000,-19580.599494,-30071.886188,19580.599494,30071.886188,-35833.317126,-16252.717632,35833.317126,16252.717632,-11869.952685
12528.000000,-19676.962983,-29918.072309,19676.962983,29918.072309,-35748.292144,-16071.329161,35748.292144,16071.329161,-12167.957764
12571.200000,-19772.550163,-29764.404075,19772.550163,29764.404075,-35663.005139,-15890.454976,35663.005139,15890.454976,-12465.482473
12614.400000,-19867.367082,-29610.881443,19867.367082,29610.881443,-35577.459099,-15710.092017,35577.459099,15710.092017,-12762.515066
12657.600000,-19961.419715,-29457.504350,19961.419715,29457.504350,-35491.656957,-15530.237242,35491.656957,15530.237242,-13059.043816
12700.800000,-20054.713964,-29304.272711,20054.713964,29304.272711,-35405.601590,-15350.887625,35405.601590,15350.887625,-13355.057018
12744.000000,-20147.255661,-29151.186420,20147.255661,29151.186420,-35319.295821,-15172.040160,35319.295821,15172.040160,-13650.542986
12787.200000,-20239.050567,-28998.245350,20239.050567,28998.245350,-35232.742421,-14993.691855,35232.742421,14993.691855,-13945.490053
