t_sec,v_varpi_0deg,v_varpi_90deg,v_varpi_180deg,v_varpi_270deg,v_varpi_60deg,v_varpi_120deg,v_varpi_240deg,v_varpi_300deg,v_circular
16070.400000,-25381.687374,-17769.114245,25381.687374,17769.114245,-28079.348026,-2697.660652,28079.348026,2697.660652,-33939.233413
16113.600000,-25428.903568,-17625.967867,25428.903568,17625.967867,-27978.987723,-2550.084155,27978.987723,2550.084155,-34160.003157
16156.800000,-25475.663849,-17482.922931,25475.663849,17482.922931,-27878.487315,-2402.823467,27878.487315,2402.823467,-34379.424322
16200.000000,-25521.970463,-17339.978670,25521.970463,17339.978670,-27777.847261,-2255.876798,27777.847261,2255.876798,-34597.488246
16243.200000,-25567.825629,-17197.134315,25567.825629,17197.134315,-27677.068003,-2109.242374,27677.068003,2109.242374,-34814.186321
16286.400000,-25613.231541,-17054.389092,25613.231541,17054.389092,-27576.149971,-1962.918430,27576.149971,1962.918430,-35029.509991
16329.600000,-25658.190363,-16911.742231,25658.190363,16911.742231,-27475.093576,-1816.903213,27475.093576,1816.903213,-35243.450756
16372.800000,-25702.704234,-16769.192954,25702.704234,16769.192954,-27373.899216,-1671.194983,27373.899216,1671.194983,-35456.000170
16416.000000,-25746.775266,-16626.740487,25746.775266,16626.740487,-27272.567277,-1525.792011,27272.567277,1525.792011,-35667.149842
16459.200000,-25790.405546,-16484.384051,25790.405546,16484.384051,-27171.098127,-1380.692581,27171.098127,1380.692581,-35876.891436
16502.400000,-25833.597134,-16342.122866,25833.597134,16342.122866,-27069.492121,-1235.894987,27069.492121,1235.894987,-36085.216672
16545.600000,-25876.352065,-16199.956152,25876.352065,16199.956152,-26967.749601,-1091.397535,26967.749601,1091.397535,-36292.117325
16588.800000,-25918.672350,-16057.883127,25918.672350,16057.883127,-26865.870894,-947.198544,26865.870894,947.198544,-36497.585227
16632.000000,-25960.559972,-15915.903006,25960.559972,15915.903006,-26763.856314,-803.296341,26763.856314,803.296341,-36701.612268
16675.200000,-26002.016892,-15774.015006,26002.016892,15774.015006,-26661.706160,-659.689269,26661.706160,659.689269,-36904.190391
16718.400000,-26043.045044,-15632.218339,26043.045044,15632.218339,-26559.420721,-516.375678,26559.420721,516.375678,-37105.311600
16761.600000,-26083.646340,-15490.512220,26083.646340,15490.512220,-26457.000270,-373.353931,26457.000270,373.353931,-37304.967955
16804.800000,-26123.822666,-15348.895860,26123.822666,15348.895860,-26354.445068,-230.622402,26354.445068,230.622402,-37503.151574
16848.000000,-26163.575884,-15207.368469,26163.575884,15207.368469,-26251.755361,-88.179477,26251.755361,88.179477,-37699.854633
16891.200000,-26202.907835,-15065.929258,26202.907835,15065.929258,-26148.931387,53.976448,26148.931387,-53.976448,-37895.069366
16934.400000,-26241.820334,-14924.577435,26241.820334,14924.577435,-26045.973367,195.846967,26045.973367,-195.846967,-38088.788066
16977.600000,-26280.315172,-14783.312208,26280.315172,14783.312208,-25942.881510,337.433662,25942.881510,-337.433662,-38281.003086
17020.800000,-26318.394120,-14642.132784,26318.394120,14642.132784,-25839.656017,478.738103,25839.656017,-478.738103,-38471.706838
17064.000000,-26356.058923,-14501.038370,26356.058923,14501.038370,-25736.297071,619.761852,25736.297071,-619.761852,-38660.891793
17107.200000,-26393.311305,-14360.028169,26393.311305,14360.028169,-25632.804846,760.506459,25632.804846,-760.506459,-38848.550482
17150.400000,-26430.152968,-14219.101388,26430.152968,14219.101388,-25529.179506,900.973463,25529.179506,-900.973463,-39034.675496
17193.600000,-26466.585591,-14078.257231,26466.585591,14078.257231,-25425.421198,1041.164393,25425.421198,-1041.164393,-39219.259489
17236.800000,-26502.610831,-13937.494899,26502.610831,13937.494899,-25321.530063,1181.080768,25321.530063,-1181.080768,-39402.295172
17280.000000,-26538.230322,-13796.813596,26538.230322,13796.813596,-25217.506227,1320.724095,25217.506227,-1320.724095,-39583.775320
17323.200000,-26573.445679,-13656.212525,26573.445679,13656.212525,-25113.349805,1460.095874,25113.349805,-1460.095874,-39763.692769
17366.400000,-26608.258493,-13515.690885,26608.258493,13515.690885,-25009.060903,1599.197590,25009.060903,-1599.197590,-39942.040415
17409.600000,-26642.670335,-13375.247879,26642.670335,13375.247879,-24904.639613,1738.030723,24904.639613,-1738.030723,-40118.811217
17452.800000,-26676.682755,-13234.882705,26676.682755,13234.882705,-24800.086017,1876.596739,24800.086017,-1876.596739,-40293.998198
17496.000000,-26710.297281,-13094.594565,26710.297281,13094.594565,-24695.400186,2014.897095,24695.400186,-2014.897095,-40467.594441
17539.200000,-26743.515420,-12954.382658,26743.515420,12954.382658,-24590.582182,2152.933238,24590.582182,-2152.933238,-40639.593092
17582.400000,-26776.338661,-12814.246182,26776.338661,12814.246182,-24485.632054,2290.706607,24485.632054,-2290.706607,-40809.987361
17625.600000,-26808.768470,-12674.184336,26808.768470,12674.184336,-24380.549842,2428.218628,24380.549842,-2428.218628,-40978.770523
17668.800000,-26840.806293,-12534.196317,26840.806293,12534.196317,-24275.335573,2565.470719,24275.335573,-2565.470719,-41145.935912
17712.000000,-26872.453556,-12394.281325,26872.453556,12394.281325,-24169.989267,2702.464289,24169.989267,-2702.464289,-41311.476931
17755.200000,-26903.711667,-12254.438556,26903.711667,12254.438556,-24064.510932,2839.200735,24064.510932,-2839.200735,-41475.387043
17798.400000,-26934.582011,-12114.667208,26934.582011,12114.667208,-23958.900566,2975.681445,23958.900566,-2975.681445,-41637.659778
17841.600000,-26965.065957,-11974.966476,26965.065957,11974.966476,-23853.158156,3111.907800,23853.158156,-3111.907800,-41798.288729
17884.800000,-26995.164850,-11835.335559,26995.164850,11835.335559,-23747.283681,3247.881169,23747.283681,-3247.881169,-41957.267556
17928.000000,-27024.880020,-11695.773652,27024.880020,11695.773652,-23641.277109,3383.602911,23641.277109,-3383.602911,-42114.589981
17971.200000,-27054.212775,-11556.279951,27054.212775,11556.279951,-23535.138398,3519.074377,23535.138398,-3519.074377,-42270.249794
18014.400000,-27083.164406,-11416.853652,27083.164406,11416.853652,-23428.867497,3654.296909,23428.867497,-3654.296909,-42424.240851
18057.600000,-27111.736183,-11277.493951,27111.736183,11277.493951,-23322.464344,3789.271838,23322.464344,-3789.271838,-42576.557071
18100.800000,-27139.929358,-11138.200044,27139.929358,11138.200044,-23215.928870,3924.000488,23215.928870,-3924.000488,-42727.192441
18144.000000,-27167.745166,-10998.971126,27167.745166,10998.971126,-23109.260994,4058.484172,23109.260994,-4058.484172,-42876.141015
18187.200000,-27195.184822,-10859.806392,27195.184822,10859.806392,-23002.460627,4192.724195,23002.460627,-4192.724195,-43023.396913
18230.400000,-27222.249522,-10720.705038,27222.249522,10720.705038,-22895.527670,4326.721852,22895.527670,-4326.721852,-43168.954320
18273.600000,-27248.940445,-10581.666258,27248.940445,10581.666258,-22788.462016,4460.478429,22788.462016,-4460.478429,-43312.807491
18316.800000,-27275.258751,-10442.689247,27275.258751,10442.689247,-22681.263547,4593.995204,22681.263547,-4593.995204,-43454.950746
18360.000000,-27301.205583,-10303.773201,27301.205583,10303.773201,-22573.932138,4727.273445,22573.932138,-4727.273445,-43595.378475
18403.200000,-27326.782066,-10164.917314,27326.782066,10164.917314,-22466.467654,4860.314412,22466.467654,-4860.314412,-43734.085132
18446.400000,-27351.989307,-10026.120781,27351.989307,10026.120781,-22358.869951,4993.119356,22358.869951,-4993.119356,-43871.065243
18489.600000,-27376.828395,-9887.382797,27376.828395,9887.382797,-22251.138876,5125.689519,22251.138876,-5125.689519,-44006.313399
18532.800000,-27401.300402,-9748.702556,27401.300402,9748.702556,-22143.274268,5258.026134,22143.274268,-5258.026134,-44139.824262
18576.000000,-27425.406383,-9610.079253,27425.406383,9610.079253,-22035.275957,5390.130426,22035.275957,-5390.130426,-44271.592559
18619.200000,-27449.147375,-9471.512084,27449.147375,9471.512084,-21927.143764,5522.003610,21927.143764,-5522.003610,-44401.613090
18662.400000,-27472.524398,-9333.000242,27472.524398,9333.000242,-21818.877502,5653.646895,21818.877502,-5653.646895,-44529.880722
18705.600000,-27495.538455,-9194.542923,27495.538455,9194.542923,-21710.476975,5785.061480,21710.476975,-5785.061480,-44656.390389
18748.800000,-27518.190532,-9056.139322,27518.190532,9056.139322,-21601.941979,5916.248553,21601.941979,-5916.248553,-44781.137099
18792.000000,-27540.481600,-8917.788632,27540.481600,8917.788632,-21493.272301,6047.209299,21493.272301,-6047.209299,-44904.115927
18835.200000,-27562.412610,-8779.490050,27562.412610,8779.490050,-21384.467720,6177.944890,21384.467720,-6177.944890,-45025.322017
18878.400000,-27583.984499,-8641.242769,27583.984499,8641.242769,-21275.528008,6308.456491,21275.528008,-6308.456491,-45144.750584
18921.600000,-27605.198187,-8503.045986,27605.198187,8503.045986,-21166.452927,6438.745260,21166.452927,-6438.745260,-45262.396914
18964.800000,-27626.054576,-8364.898894,27626.054576,8364.898894,-21057.242230,6568.812345,21057.242230,-6568.812345,-45378.256361
19008.000000,-27646.554553,-8226.800690,27646.554553,8226.800690,-20947.895666,6698.658887,20947.895666,-6698.658887,-45492.324353
19051.200000,-27666.698989,-8088.750568,27666.698989,8088.750568,-20838.412972,6828.286018,20838.412972,-6828.286018,-45604.596386
19094.400000,-27686.488739,-7950.747724,27686.488739,7950.747724,-20728.793878,6957.694861,20728.793878,-6957.694861,-45715.068028
19137.600000,-27705.924641,-7812.791354,27705.924641,7812.791354,-20619.038107,7086.886534,20619.038107,-7086.886534,-45823.734917
19180.800000,-27725.007518,-7674.880652,27725.007518,7674.880652,-20509.145374,7215.862144,20509.145374,-7215.862144,-45930.592763
19224.000000,-27743.738176,-7537.014814,27743.738176,7537.014814,-20399.115385,7344.622790,20399.115385,-7344.622790,-46035.637348
19267.200000,-27762.117406,-7399.193036,27762.117406,7399.193036,-20288.947840,7473.169566,20288.947840,-7473.169566,-46138.864525
19310.400000,-27780.145983,-7261.414514,27780.145983,7261.414514,-20178.642428,7601.503555,20178.642428,-7601.503555,-46240.270219
19353.600000,-27797.824667,-7123.678444,27797.824667,7123.678444,-20068.198834,7729.625832,20068.198834,-7729.625832,-46339.850426
19396.800000,-27815.154202,-6985.984022,27815.154202,6985.984022,-19957.616734,7857.537468,19957.616734,-7857.537468,-46437.601215
19440.000000,-27832.135317,-6848.330444,27832.135317,6848.330444,-19846.895796,7985.239521,19846.895796,-7985.239521,-46533.518727
19483.200000,-27848.768724,-6710.716906,27848.768724,6710.716906,-19736.035680,8112.733044,19736.035680,-8112.733044,-46627.599175
19526.400000,-27865.055123,-6573.142605,27865.055123,6573.142605,-19625.036040,8240.019083,19625.036040,-8240.019083,-46719.838846
19569.600000,-27880.995194,-6435.606737,27880.995194,6435.606737,-19513.896520,8367.098674,19513.896520,-8367.098674,-46810.234097
19612.800000,-27896.589607,-6298.108499,27896.589607,6298.108499,-19402.616759,8493.972848,19402.616759,-8493.972848,-46898.781360
19656.000000,-27911.839013,-6160.647088,27911.839013,6160.647088,-19291.196389,8620.642624,19291.196389,-8620.642624,-46985.477140
19699.200000,-27926.744050,-6023.221701,27926.744050,6023.221701,-19179.635030,8747.109019,19179.635030,-8747.109019,-47070.318014
19742.400000,-27941.305340,-5885.831534,27941.305340,5885.831534,-19067.932301,8873.373039,19067.932301,-8873.373039,-47153.300632
19785.600000,-27955.523491,-5748.475786,27955.523491,5748.475786,-18956.087809,8999.435682,18956.087809,-8999.435682,-47234.421719
19828.800000,-27969.399095,-5611.153653,27969.399095,5611.153653,-18844.101156,9125.297940,18844.101156,-9125.297940,-47313.678071
19872.000000,-27982.932732,-5473.864333,27982.932732,5473.864333,-18731.971935,9250.960796,18731.971935,-9250.960796,-47391.066561
19915.200000,-27996.124962,-5336.607023,27996.124962,5336.607023,-18619.699734,9376.425229,18619.699734,-9376.425229,-47466.584132
19958.400000,-28008.976337,-5199.380922,28008.976337,5199.380922,-18507.284131,9501.692206,18507.284131,-9501.692206,-47540.227804
20001.600000,-28021.487389,-5062.185227,28021.487389,5062.185227,-18394.724699,9626.762689,18394.724699,-9626.762689,-47611.994669
20044.800000,-28033.658637,-4925.019135,28033.658637,4925.019135,-18282.021004,9751.637633,18282.021004,-9751.637633,-47681.881894
20088.000000,-28045.490588,-4787.881846,28045.490588,4787.881846,-18169.172603,9876.317985,18169.172603,-9876.317985,-47749.886720
20131.200000,-28056.983731,-4650.772558,28056.983731,4650.772558,-18056.179048,10000.804683,18056.179048,-10000.804683,-47816.006462
20174.400000,-28068.138543,-4513.690468,28068.138543,4513.690468,-17943.039882,10125.098661,17943.039882,-10125.098661,-47880.238510
20217.600000,-28078.955486,-4376.634776,28078.955486,4376.634776,-17829.754642,10249.200844,17829.754642,-10249.200844,-47942.580329
20260.800000,-28089.435006,-4239.604680,28089.435006,4239.604680,-17716.322858,10373.112148,17716.322858,-10373.112148,-48003.029456
20304.000000,-28099.577538,-4102.599379,28099.577538,4102.599379,-17602.744053,10496.833486,17602.744053,-10496.833486,-48061.583506
20347.200000,-28109.383501,-3965.618071,28109.383501,3965.618071,-17489.017742,10620.365759,17489.017742,-10620.365759,-48118.240167
20390.400000,-28118.853299,-3828.659956,28118.853299,3828.659956,-17375.143434,10743.709865,17375.143434,-10743.709865,-48172.997202
20433.600000,-28127.987324,-3691.724233,28127.987324,3691.724233,-17261.120631,10866.866693,17261.120631,-10866.866693,-48225.852450
20476.800000,-28136.785952,-3554.810101,28136.785952,3554.810101,-17146.948829,10989.837123,17146.948829,-10989.837123,-48276.803823
20520.000000,-28145.249546,-3417.916759,28145.249546,3417.916759,-17032.627514,11112.622032,17032.627514,-11112.622032,-48325.849311
20563.200000,-28153.378455,-3281.043407,28153.378455,3281.043407,-16918.156169,11235.222286,16918.156169,-11235.222286,-48372.986978
20606.400000,-28161.173013,-3144.189244,28161.173013,3144.189244,-16803.534267,11357.638747,16803.534267,-11357.638747,-48418.214961
20649.600000,-28168.633542,-3007.353471,28168.633542,3007.353471,-16688.761275,11479.872267,16688.761275,-11479.872267,-48461.531477
20692.800000,-28175.760349,-2870.535286,28175.760349,2870.535286,-16573.836654,11601.923694,16573.836654,-11601.923694,-48502.934814
20736.000000,-28182.553726,-2733.733890,28182.553726,2733.733890,-16458.759859,11723.793867,16458.759859,-11723.793867,-48542.423338
20779.200000,-28189.013953,-2596.948482,28189.013953,2596.948482,-16343.530334,11845.483619,16343.530334,-11845.483619,-48579.995491
20822.400000,-28195.141296,-2460.178263,28195.141296,2460.178263,-16228.147521,11966.993774,16228.147521,-11966.993774,-48615.649788
20865.600000,-28200.936005,-2323.422433,28200.936005,2323.422433,-16112.610853,12088.325152,16112.610853,-12088.325152,-48649.384823
20908.800000,-28206.398320,-2186.680191,28206.398320,2186.680191,-15996.919755,12209.478565,15996.919755,-12209.478565,-48681.199264
20952.000000,-28211.528464,-2049.950738,28211.528464,2049.950738,-15881.073648,12330.454816,15881.073648,-12330.454816,-48711.091854
20995.200000,-28216.326649,-1913.233275,28216.326649,1913.233275,-15765.071944,12451.254704,15765.071944,-12451.254704,-48739.061413
21038.400000,-28220.793069,-1776.527002,28220.793069,1776.527002,-15648.914049,12571.879020,15648.914049,-12571.879020,-48765.106838
21081.600000,-28224.927910,-1639.831119,28224.927910,1639.831119,-15532.599362,12692.328548,15532.599362,-12692.328548,-48789.227100
21124.800000,-28228.731341,-1503.144827,28228.731341,1503.144827,-15416.127276,12812.604065,15416.127276,-12812.604065,-48811.421247
21168.000000,-28232.203517,-1366.467326,28232.203517,1366.467326,-15299.497176,12932.706340,15299.497176,-12932.706340,-48831.688403
21211.200000,-28235.344580,-1229.797817,28235.344580,1229.797817,-15182.708442,13052.636139,15182.708442,-13052.636139,-48850.027767
21254.400000,-28238.154660,-1093.135501,28238.154660,1093.135501,-15065.760444,13172.394216,15065.760444,-13172.394216,-48866.438615
21297.600000,-28240.633872,-956.479579,28240.633872,956.479579,-14948.652549,13291.981323,14948.652549,-13291.981323,-48880.920301
21340.800000,-28242.782317,-819.829250,28242.782317,819.829250,-14831.384116,13411.398201,14831.384116,-13411.398201,-48893.472251
21384.000000,-28244.600083,-683.183716,28244.600083,683.183716,-14713.954495,13530.645588,14713.954495,-13530.645588,-48904.093971
21427.200000,-28246.087244,-546.542178,28246.087244,546.542178,-14596.363033,13649.724212,14596.363033,-13649.724212,-48912.785040
21470.400000,-28247.243863,-409.903837,28247.243863,409.903837,-14478.609067,13768.634796,14478.609067,-13768.634796,-48919.545117
21513.600000,-28248.069985,-273.267893,28248.069985,273.267893,-14360.691929,13887.378055,14360.691929,-13887.378055,-48924.373934
21556.800000,-28248.565644,-136.633547,28248.565644,136.633547,-14242.610945,14005.954700,14242.610945,-14005.954700,-48927.271300
21600.000000,-28248.730862,-0.000000,28248.730862,0.000000,-14124.365431,14124.365431,14124.365431,-14124.365431,-48928.237102
21643.200000,-28248.565644,136.633547,28248.565644,-136.633547,-14005.954700,14242.610945,14005.954700,-14242.610945,-48927.271300
21686.400000,-28248.069985,273.267893,28248.069985,-273.267893,-13887.378055,14360.691929,13887.378055,-14360.691929,-48924.373934
21729.600000,-28247.243863,409.903837,28247.243863,-409.903837,-13768.634796,14478.609067,13768.634796,-14478.609067,-48919.545117
21772.800000,-28246.087244,546.542178,28246.087244,-546.542178,-13649.724212,14596.363033,13649.724212,-14596.363033,-48912.785040
21816.000000,-28244.600083,683.183716,28244.600083,-683.183716,-13530.645588,14713.954495,13530.645588,-14713.954495,-48904.093971
21859.200000,-28242.782317,819.829250,28242.782317,-819.829250,-13411.398201,14831.384116,13411.398201,-14831.384116,-48893.472251
21902.400000,-28240.633872,956.479579,28240.633872,-956.479579,-13291.981323,14948.652549,13291.981323,-14948.652549,-48880.920301
21945.600000,-28238.154660,1093.135501,28238.154660,-1093.135501,-13172.394216,15065.760444,13172.394216,-15065.760444,-48866.438615
21988.800000,-28235.344580,1229.797817,28235.344580,-1229.797817,-13052.636139,15182.708442,13052.636139,-15182.708442,-48850.027767
22032.000000,-28232.203517,1366.467326,28232.203517,-1366.467326,-12932.706340,15299.497176,12932.706340,-15299.497176,-48831.688403
22075.200000,-28228.731341,1503.144827,28228.731341,-1503.144827,-12812.604065,15416.127276,12812.604065,-15416.127276,-48811.421247
22118.400000,-28224.927910,1639.831119,28224.927910,-1639.831119,-12692.328548,15532.599362,12692.328548,-15532.599362,-48789.227100
22161.600000,-28220.793069,1776.527002,28220.793069,-1776.527002,-12571.879020,15648.914049,12571.879020,-15648.914049,-48765.106838
22204.800000,-28216.326649,1913.233275,28216.326649,-1913.233275,-12451.254704,15765.071944,12451.254704,-15765.071944,-48739.061413
22248.000000,-28211.528464,2049.950738,28211.528464,-2049.950738,-12330.454816,15881.073648,12330.454816,-15881.073648,-48711.091854
22291.200000,-28206.398320,2186.680191,28206.398320,-2186.680191,-12209.478565,15996.919755,12209.478565,-15996.919755,-48681.199264
22334.400000,-28200.936005,2323.422433,28200.936005,-2323.422433,-12088.325152,16112.610853,12088.325152,-16112.610853,-48649.384823
22377.600000,-28195.141296,2460.178263,28195.141296,-2460.178263,-11966.993774,16228.147521,11966.993774,-16228.147521,-48615.649788
22420.800000,-28189.013953,2596.948482,28189.013953,-2596.948482,-11845.483619,16343.530334,11845.483619,-16343.530334,-48579.995491
22464.000000,-28182.553726,2733.733890,28182.553726,-2733.733890,-11723.793867,16458.759859,11723.793867,-16458.759859,-48542.423338
22507.200000,-28175.760349,2870.535286,28175.760349,-2870.535286,-11601.923694,16573.836654,11601.923694,-16573.836654,-48502.934814
22550.400000,-28168.633542,3007.353471,28168.633542,-3007.353471,-11479.872267,16688.761275,11479.872267,-16688.761275,-48461.531477
22593.600000,-28161.173013,3144.189244,28161.173013,-3144.189244,-11357.638747,16803.534267,11357.638747,-16803.534267,-48418.214961
22636.800000,-28153.378455,3281.043407,28153.378455,-3281.043407,-11235.222286,16918.156169,11235.222286,-16918.156169,-48372.986978
22680.000000,-28145.249546,3417.916759,28145.249546,-3417.916759,-11112.622032,17032.627514,11112.622032,-17032.627514,-48325.849311
22723.200000,-28136.785952,3554.810101,28136.785952,-3554.810101,-10989.837123,17146.948829,10989.837123,-17146.948829,-48276.803823
22766.400000,-28127.987324,3691.724233,28127.987324,-3691.724233,-10866.866693,17261.120631,10866.866693,-17261.120631,-48225.852450
22809.600000,-28118.853299,3828.659956,28118.853299,-3828.659956,-10743.709865,17375.143434,10743.709865,-17375.143434,-48172.997202
22852.800000,-28109.383501,3965.618071,28109.383501,-3965.618071,-10620.365759,17489.017742,10620.365759,-17489.017742,-48118.240167
22896.000000,-28099.577538,4102.599379,28099.577538,-4102.599379,-10496.833486,17602.744053,10496.833486,-17602.744053,-48061.583506
22939.200000,-28089.435006,4239.604680,28089.435006,-4239.604680,-10373.112148,17716.322858,10373.112148,-17716.322858,-48003.029456
22982.400000,-28078.955486,4376.634776,28078.955486,-4376.634776,-10249.200844,17829.754642,10249.200844,-17829.754642,-47942.580329
23025.600000,-28068.138543,4513.690468,28068.138543,-4513.690468,-10125.098661,17943.039882,10125.098661,-17943.039882,-47880.238510
23068.800000,-28056.983731,4650.772558,28056.983731,-4650.772558,-10000.804683,18056.179048,10000.804683,-18056.179048,-47816.006462
23112.000000,-28045.490588,4787.881846,28045.490588,-4787.881846,-9876.317985,18169.172603,9876.317985,-18169.172603,-47749.886720
23155.200000,-28033.658637,4925.019135,28033.658637,-4925.019135,-9751.637633,18282.021004,9751.637633,-18282.021004,-47681.881894
23198.400000,-28021.487389,5062.185227,28021.487389,-5062.185227,-9626.762689,18394.724699,9626.762689,-18394.724699,-47611.994669
23241.600000,-28008.976337,5199.380922,28008.976337,-5199.380922,-9501.692206,18507.284131,9501.692206,-18507.284131,-47540.227804
23284.800000,-27996.124962,5336.607023,27996.124962,-5336.607023,-9376.425229,18619.699734,9376.425229,-18619.699734,-47466.584132
23328.000000,-27982.932732,5473.864333,27982.932732,-5473.864333,-9250.960796,18731.971935,9250.960796,-18731.971935,-47391.066561
23371.200000,-27969.399095,5611.153653,27969.399095,-5611.153653,-9125.297940,18844.101156,9125.297940,-18844.101156,-47313.678071
23414.400000,-27955.523491,5748.475786,27955.523491,-5748.475786,-8999.435682,18956.087809,8999.435682,-18956.087809,-47234.421719
23457.600000,-27941.305340,5885.831534,27941.305340,-5885.831534,-8873.373039,19067.932301,8873.373039,-19067.932301,-47153.300632
23500.800000,-27926.744050,6023.221701,27926.744050,-6023.221701,-8747.109019,19179.635030,8747.109019,-19179.635030,-47070.318014
23544.000000,-27911.839013,6160.647088,27911.839013,-6160.647088,-8620.642624,19291.196389,8620.642624,-19291.196389,-46985.477140
23587.200000,-27896.589607,6298.108499,27896.589607,-6298.108499,-8493.972848,19402.616759,8493.972848,-19402.616759,-46898.781360
23630.400000,-27880.995194,6435.606737,27880.995194,-6435.606737,-8367.098674,19513.896520,8367.098674,-19513.896520,-46810.234097
23673.600000,-27865.055123,6573.142605,27865.055123,-6573.142605,-8240.019083,19625.036040,8240.019083,-19625.036040,-46719.838846
23716.800000,-27848.768724,6710.716906,27848.768724,-6710.716906,-8112.733044,19736.035680,8112.733044,-19736.035680,-46627.599175
23760.000000,-27832.135317,6848.330444,27832.135317,-6848.330444,-7985.239521,19846.895796,7985.239521,-19846.895796,-46533.518727
23803.200000,-27815.154202,6985.984022,27815.154202,-6985.984022,-7857.537468,19957.616734,7857.537468,-19957.616734,-46437.601215
23846.400000,-27797.824667,7123.678444,27797.824667,-7123.678444,-7729.625832,20068.198834,7729.625832,-20068.198834,-46339.850426
23889.600000,-27780.145983,7261.414514,27780.145983,-7261.414514,-7601.503555,20178.642428,7601.503555,-20178.642428,-46240.270219
23932.800000,-27762.117406,7399.193036,27762.117406,-7399.193036,-7473.169566,20288.947840,7473.169566,-20288.947840,-46138.864525
23976.000000,-27743.738176,7537.014814,27743.738176,-7537.014814,-7344.622790,20399.115385,7344.622790,-20399.115385,-46035.637348
24019.200000,-27725.007518,7674.880652,27725.007518,-7674.880652,-7215.862144,20509.145374,7215.862144,-20509.145374,-45930.592763
24062.400000,-27705.924641,7812.791354,27705.924641,-7812.791354,-7086.886534,20619.038107,7086.886534,-20619.038107,-45823.734917
24105.600000,-27686.488739,7950.747724,27686.488739,-7950.747724,-6957.694861,20728.793878,6957.694861,-20728.793878,-45715.068028
24148.800000,-27666.698989,8088.750568,27666.698989,-8088.750568,-6828.286018,20838.412972,6828.286018,-20838.412972,-45604.596386
24192.000000,-27646.554553,8226.800690,27646.554553,-8226.800690,-6698.658887,20947.895666,6698.658887,-20947.895666,-45492.324353
24235.200000,-27626.054576,8364.898894,27626.054576,-8364.898894,-6568.812345,21057.242230,6568.812345,-21057.242230,-45378.256361
24278.400000,-27605.198187,8503.045986,27605.198187,-8503.045986,-6438.745260,21166.452927,6438.745260,-21166.452927,-45262.396914
24321.600000,-27583.984499,8641.242769,27583.984499,-8641.242769,-6308.456491,21275.528008,6308.456491,-21275.528008,-45144.750584
24364.800000,-27562.412610,8779.490050,27562.412610,-8779.490050,-6177.944890,21384.467720,6177.944890,-21384.467720,-45025.322017
24408.000000,-27540.481600,8917.788632,27540.481600,-8917.788632,-6047.209299,21493.272301,6047.209299,-21493.272301,-44904.115927
24451.200000,-27518.190532,9056.139322,27518.190532,-9056.139322,-5916.248553,21601.941979,5916.248553,-21601.941979,-44781.137099
24494.400000,-27495.538455,9194.542923,27495.538455,-9194.542923,-5785.061480,21710.476975,5785.061480,-21710.476975,-44656.390389
24537.600000,-27472.524398,9333.000242,27472.524398,-9333.000242,-5653.646895,21818.877502,5653.646895,-21818.877502,-44529.880722
24580.800000,-27449.147375,9471.512084,27449.147375,-9471.512084,-5522.003610,21927.143764,5522.003610,-21927.143764,-44401.613090
24624.000000,-27425.406383,9610.079253,27425.406383,-9610.079253,-5390.130426,22035.275957,5390.130426,-22035.275957,-44271.592559
24667.200000,-27401.300402,9748.702556,27401.300402,-9748.702556,-5258.026134,22143.274268,5258.026134,-22143.274268,-44139.824262
24710.400000,-27376.828395,9887.382797,27376.828395,-9887.382797,-5125.689519,22251.138876,5125.689519,-22251.138876,-44006.313399
24753.600000,-27351.989307,10026.120781,27351.989307,-10026.120781,-4993.119356,22358.869951,4993.119356,-22358.869951,-43871.065243
24796.800000,-27326.782066,10164.917314,27326.782066,-10164.917314,-4860.314412,22466.467654,4860.314412,-22466.467654,-43734.085132
24840.000000,-27301.205583,10303.773201,27301.205583,-10303.773201,-4727.273445,22573.932138,4727.273445,-22573.932138,-43595.378475
24883.200000,-27275.258751,10442.689247,27275.258751,-10442.689247,-4593.995204,22681.263547,4593.995204,-22681.263547,-43454.950746
24926.400000,-27248.940445,10581.666258,27248.940445,-10581.666258,-4460.478429,22788.462016,4460.478429,-22788.462016,-43312.807491
24969.600000,-27222.249522,10720.705038,27222.249522,-10720.705038,-4326.721852,22895.527670,4326.721852,-22895.527670,-43168.954320
25012.800000,-27195.184822,10859.806392,27195.184822,-10859.806392,-4192.724195,23002.460627,4192.724195,-23002.460627,-43023.396913
25056.000000,-27167.745166,10998.971126,27167.745166,-10998.971126,-4058.484172,23109.260994,4058.484172,-23109.260994,-42876.141015
25099.200000,-27139.929358,11138.200044,27139.929358,-11138.200044,-3924.000488,23215.928870,3924.000488,-23215.928870,-42727.192441
25142.400000,-27111.736183,11277.493951,27111.736183,-11277.493951,-3789.271838,23322.464344,3789.271838,-23322.464344,-42576.557071
25185.600000,-27083.164406,11416.853652,27083.164406,-11416.853652,-3654.296909,23428.867497,3654.296909,-23428.867497,-42424.240851
25228.800000,-27054.212775,11556.279951,27054.212775,-11556.279951,-3519.074377,23535.138398,3519.074377,-23535.138398,-42270.249794
25272.000000,-27024.880020,11695.773652,27024.880020,-11695.773652,-3383.602911,23641.277109,3383.602911,-23641.277109,-42114.589981
